no_ste;no_unit_cond;cd_emp;no_int_clg;dte_hre_crea;dte_hre_modif;aut_modif;typ_unit;qte;cd_lot;no_ext_unit_cond;cd_art;ind_pr_art;des_art_a;nrm_art_a;nrm_art_b;cd_art;des_art_a;ind_pr_art;cd_serie;dte_hre_crea;dte_hre_modif;dte_hre_entree;cpt_bnliv;cpt_bn_liv;no_ligne
1;2167597;ZF;457121;20/01/2022 09:55;21/01/2022 15:23;FAI;C;8;OF34619;2167597;10954B021;e;WANDLERGLOCKE 8HP65 PL 65 V083;;1 103 335 083;10954B021;WANDLERGLOCKE 8HP65 PL 65 V083;e;647451;20/01/2022 09:51;20/01/2022 09:51;20/01/2022 09:55;;70061;101
1;2167597;ZF;457121;20/01/2022 09:55;21/01/2022 15:23;FAI;C;8;OF34619;2167597;10954B021;e;WANDLERGLOCKE 8HP65 PL 65 V083;;1 103 335 083;10954B021;WANDLERGLOCKE 8HP65 PL 65 V083;e;647452;20/01/2022 09:52;20/01/2022 09:52;20/01/2022 09:55;;70061;101
1;2167598;ZF;;20/01/2022 09:47;20/01/2022 09:47;CFO;C;8;OF34627;2167598;10956B018;H;WANDLERGLOCKE 8HP95 Variante 093;;1 104 335 093;10956B018;WANDLERGLOCKE 8HP95 Variante 093;E;183070;20/01/2022 09:46;20/01/2022 09:46;20/01/2022 09:47;;;104
1;2167598;ZF;;20/01/2022 09:47;20/01/2022 09:47;CFO;C;8;OF34627;2167598;10956B018;H;WANDLERGLOCKE 8HP95 Variante 093;;1 104 335 093;10956B018;WANDLERGLOCKE 8HP95 Variante 093;E;183072;20/01/2022 09:47;20/01/2022 09:47;20/01/2022 09:47;;;104
1;2167597;ZF;457121;20/01/2022 09:55;21/01/2022 15:23;FAI;C;8;OF34619;2167597;10954B021;e;WANDLERGLOCKE 8HP65 PL 65 V083;;1 103 335 083;10954B021;WANDLERGLOCKE 8HP65 PL 65 V083;e;647448;20/01/2022 09:44;20/01/2022 09:44;20/01/2022 09:55;;70061;101
1;2167597;ZF;457121;20/01/2022 09:55;21/01/2022 15:23;FAI;C;8;OF34619;2167597;10954B021;e;WANDLERGLOCKE 8HP65 PL 65 V083;;1 103 335 083;10954B021;WANDLERGLOCKE 8HP65 PL 65 V083;e;647449;20/01/2022 09:45;20/01/2022 09:45;20/01/2022 09:55;;70061;101
1;2167598;ZF;;20/01/2022 09:47;20/01/2022 09:47;CFO;C;8;OF34627;2167598;10956B018;H;WANDLERGLOCKE 8HP95 Variante 093;;1 104 335 093;10956B018;WANDLERGLOCKE 8HP95 Variante 093;E;183065;20/01/2022 09:42;20/01/2022 09:42;20/01/2022 09:47;;;104
1;2167598;ZF;;20/01/2022 09:47;20/01/2022 09:47;CFO;C;8;OF34627;2167598;10956B018;H;WANDLERGLOCKE 8HP95 Variante 093;;1 104 335 093;10956B018;WANDLERGLOCKE 8HP95 Variante 093;E;183063;20/01/2022 09:42;20/01/2022 09:42;20/01/2022 09:47;;;104
1;2167598;ZF;;20/01/2022 09:47;20/01/2022 09:47;CFO;C;8;OF34627;2167598;10956B018;H;WANDLERGLOCKE 8HP95 Variante 093;;1 104 335 093;10956B018;WANDLERGLOCKE 8HP95 Variante 093;E;183059;20/01/2022 09:42;20/01/2022 09:42;20/01/2022 09:47;;;104
1;2167598;ZF;;20/01/2022 09:47;20/01/2022 09:47;CFO;C;8;OF34627;2167598;10956B018;H;WANDLERGLOCKE 8HP95 Variante 093;;1 104 335 093;10956B018;WANDLERGLOCKE 8HP95 Variante 093;E;183066;20/01/2022 09:44;20/01/2022 09:44;20/01/2022 09:47;;;104
1;2167598;ZF;;20/01/2022 09:47;20/01/2022 09:47;CFO;C;8;OF34627;2167598;10956B018;H;WANDLERGLOCKE 8HP95 Variante 093;;1 104 335 093;10956B018;WANDLERGLOCKE 8HP95 Variante 093;E;183068;20/01/2022 09:44;20/01/2022 09:44;20/01/2022 09:47;;;104
1;2167598;ZF;;20/01/2022 09:47;20/01/2022 09:47;CFO;C;8;OF34627;2167598;10956B018;H;WANDLERGLOCKE 8HP95 Variante 093;;1 104 335 093;10956B018;WANDLERGLOCKE 8HP95 Variante 093;E;183067;20/01/2022 09:44;20/01/2022 09:44;20/01/2022 09:47;;;104
1;2167597;ZF;457121;20/01/2022 09:55;21/01/2022 15:23;FAI;C;8;OF34619;2167597;10954B021;e;WANDLERGLOCKE 8HP65 PL 65 V083;;1 103 335 083;10954B021;WANDLERGLOCKE 8HP65 PL 65 V083;e;647445;20/01/2022 09:38;20/01/2022 09:38;20/01/2022 09:55;;70061;101
1;2167597;ZF;457121;20/01/2022 09:55;21/01/2022 15:23;FAI;C;8;OF34619;2167597;10954B021;e;WANDLERGLOCKE 8HP65 PL 65 V083;;1 103 335 083;10954B021;WANDLERGLOCKE 8HP65 PL 65 V083;e;647447;20/01/2022 09:42;20/01/2022 09:42;20/01/2022 09:55;;70061;101
1;2167525;ZF;;20/01/2022 09:35;20/01/2022 09:35;CFO;C;8;OF34627;2167525;10956B018;H;WANDLERGLOCKE 8HP95 Variante 093;;1 104 335 093;10956B018;WANDLERGLOCKE 8HP95 Variante 093;E;183064;20/01/2022 09:35;20/01/2022 09:35;20/01/2022 09:35;;;104
1;2167529;ZF;457120;20/01/2022 09:35;21/01/2022 15:23;FAI;C;8;OF34619;2167529;10954B021;e;WANDLERGLOCKE 8HP65 PL 65 V083;;1 103 335 083;10954B021;WANDLERGLOCKE 8HP65 PL 65 V083;e;647440;20/01/2022 09:18;20/01/2022 09:18;20/01/2022 09:35;;70061;101
1;2167529;ZF;457120;20/01/2022 09:35;21/01/2022 15:23;FAI;C;8;OF34619;2167529;10954B021;e;WANDLERGLOCKE 8HP65 PL 65 V083;;1 103 335 083;10954B021;WANDLERGLOCKE 8HP65 PL 65 V083;e;647441;20/01/2022 09:19;20/01/2022 09:19;20/01/2022 09:35;;70061;101
1;2167529;ZF;457120;20/01/2022 09:35;21/01/2022 15:23;FAI;C;8;OF34619;2167529;10954B021;e;WANDLERGLOCKE 8HP65 PL 65 V083;;1 103 335 083;10954B021;WANDLERGLOCKE 8HP65 PL 65 V083;e;647442;20/01/2022 09:33;20/01/2022 09:33;20/01/2022 09:35;;70061;101
1;2167529;ZF;457120;20/01/2022 09:35;21/01/2022 15:23;FAI;C;8;OF34619;2167529;10954B021;e;WANDLERGLOCKE 8HP65 PL 65 V083;;1 103 335 083;10954B021;WANDLERGLOCKE 8HP65 PL 65 V083;e;647443;20/01/2022 09:34;20/01/2022 09:34;20/01/2022 09:35;;70061;101
1;2167529;ZF;457120;20/01/2022 09:35;21/01/2022 15:23;FAI;C;8;OF34619;2167529;10954B021;e;WANDLERGLOCKE 8HP65 PL 65 V083;;1 103 335 083;10954B021;WANDLERGLOCKE 8HP65 PL 65 V083;e;647444;20/01/2022 09:35;20/01/2022 09:35;20/01/2022 09:35;;70061;101
1;2167525;ZF;;20/01/2022 09:35;20/01/2022 09:35;CFO;C;8;OF34627;2167525;10956B018;H;WANDLERGLOCKE 8HP95 Variante 093;;1 104 335 093;10956B018;WANDLERGLOCKE 8HP95 Variante 093;E;183061;20/01/2022 09:16;20/01/2022 09:16;20/01/2022 09:35;;;104
1;2167525;ZF;;20/01/2022 09:35;20/01/2022 09:35;CFO;C;8;OF34627;2167525;10956B018;H;WANDLERGLOCKE 8HP95 Variante 093;;1 104 335 093;10956B018;WANDLERGLOCKE 8HP95 Variante 093;E;183060;20/01/2022 09:16;20/01/2022 09:16;20/01/2022 09:35;;;104
1;2167525;ZF;;20/01/2022 09:35;20/01/2022 09:35;CFO;C;8;OF34627;2167525;10956B018;H;WANDLERGLOCKE 8HP95 Variante 093;;1 104 335 093;10956B018;WANDLERGLOCKE 8HP95 Variante 093;E;183054;20/01/2022 09:17;20/01/2022 09:17;20/01/2022 09:35;;;104
1;2167525;ZF;;20/01/2022 09:35;20/01/2022 09:35;CFO;C;8;OF34627;2167525;10956B018;H;WANDLERGLOCKE 8HP95 Variante 093;;1 104 335 093;10956B018;WANDLERGLOCKE 8HP95 Variante 093;E;183055;20/01/2022 09:18;20/01/2022 09:18;20/01/2022 09:35;;;104
1;2167529;ZF;457120;20/01/2022 09:35;21/01/2022 15:23;FAI;C;8;OF34619;2167529;10954B021;e;WANDLERGLOCKE 8HP65 PL 65 V083;;1 103 335 083;10954B021;WANDLERGLOCKE 8HP65 PL 65 V083;e;647437;20/01/2022 09:15;20/01/2022 09:15;20/01/2022 09:35;;70061;101
1;2167529;ZF;457120;20/01/2022 09:35;21/01/2022 15:23;FAI;C;8;OF34619;2167529;10954B021;e;WANDLERGLOCKE 8HP65 PL 65 V083;;1 103 335 083;10954B021;WANDLERGLOCKE 8HP65 PL 65 V083;e;647438;20/01/2022 09:15;20/01/2022 09:15;20/01/2022 09:35;;70061;101
1;2167529;ZF;457120;20/01/2022 09:35;21/01/2022 15:23;FAI;C;8;OF34619;2167529;10954B021;e;WANDLERGLOCKE 8HP65 PL 65 V083;;1 103 335 083;10954B021;WANDLERGLOCKE 8HP65 PL 65 V083;e;647439;20/01/2022 09:16;20/01/2022 09:16;20/01/2022 09:35;;70061;101
1;2167525;ZF;;20/01/2022 09:35;20/01/2022 09:35;CFO;C;8;OF34627;2167525;10956B018;H;WANDLERGLOCKE 8HP95 Variante 093;;1 104 335 093;10956B018;WANDLERGLOCKE 8HP95 Variante 093;E;183058;20/01/2022 09:13;20/01/2022 09:13;20/01/2022 09:35;;;104
1;2167526;ZF;457119;20/01/2022 09:13;21/01/2022 15:23;FAI;C;8;OF34619;2167526;10954B021;e;WANDLERGLOCKE 8HP65 PL 65 V083;;1 103 335 083;10954B021;WANDLERGLOCKE 8HP65 PL 65 V083;e;647429;20/01/2022 08:50;20/01/2022 08:50;20/01/2022 09:13;;70061;101
1;2167526;ZF;457119;20/01/2022 09:13;21/01/2022 15:23;FAI;C;8;OF34619;2167526;10954B021;e;WANDLERGLOCKE 8HP65 PL 65 V083;;1 103 335 083;10954B021;WANDLERGLOCKE 8HP65 PL 65 V083;e;647430;20/01/2022 08:57;20/01/2022 08:57;20/01/2022 09:13;;70061;101
1;2167526;ZF;457119;20/01/2022 09:13;21/01/2022 15:23;FAI;C;8;OF34619;2167526;10954B021;e;WANDLERGLOCKE 8HP65 PL 65 V083;;1 103 335 083;10954B021;WANDLERGLOCKE 8HP65 PL 65 V083;e;647431;20/01/2022 08:58;20/01/2022 08:58;20/01/2022 09:13;;70061;101
1;2167526;ZF;457119;20/01/2022 09:13;21/01/2022 15:23;FAI;C;8;OF34619;2167526;10954B021;e;WANDLERGLOCKE 8HP65 PL 65 V083;;1 103 335 083;10954B021;WANDLERGLOCKE 8HP65 PL 65 V083;e;647432;20/01/2022 09:09;20/01/2022 09:09;20/01/2022 09:13;;70061;101
1;2167526;ZF;457119;20/01/2022 09:13;21/01/2022 15:23;FAI;C;8;OF34619;2167526;10954B021;e;WANDLERGLOCKE 8HP65 PL 65 V083;;1 103 335 083;10954B021;WANDLERGLOCKE 8HP65 PL 65 V083;e;647433;20/01/2022 09:10;20/01/2022 09:10;20/01/2022 09:13;;70061;101
1;2167526;ZF;457119;20/01/2022 09:13;21/01/2022 15:23;FAI;C;8;OF34619;2167526;10954B021;e;WANDLERGLOCKE 8HP65 PL 65 V083;;1 103 335 083;10954B021;WANDLERGLOCKE 8HP65 PL 65 V083;e;647434;20/01/2022 09:11;20/01/2022 09:11;20/01/2022 09:13;;70061;101
1;2167526;ZF;457119;20/01/2022 09:13;21/01/2022 15:23;FAI;C;8;OF34619;2167526;10954B021;e;WANDLERGLOCKE 8HP65 PL 65 V083;;1 103 335 083;10954B021;WANDLERGLOCKE 8HP65 PL 65 V083;e;647435;20/01/2022 09:12;20/01/2022 09:12;20/01/2022 09:13;;70061;101
1;2167526;ZF;457119;20/01/2022 09:13;21/01/2022 15:23;FAI;C;8;OF34619;2167526;10954B021;e;WANDLERGLOCKE 8HP65 PL 65 V083;;1 103 335 083;10954B021;WANDLERGLOCKE 8HP65 PL 65 V083;e;647436;20/01/2022 09:13;20/01/2022 09:13;20/01/2022 09:13;;70061;101
1;2167524;ZF;457118;20/01/2022 08:46;21/01/2022 15:23;FAI;C;8;OF34619;2167524;10954B021;e;WANDLERGLOCKE 8HP65 PL 65 V083;;1 103 335 083;10954B021;WANDLERGLOCKE 8HP65 PL 65 V083;e;647427;20/01/2022 08:45;20/01/2022 08:45;20/01/2022 08:46;;70061;101
1;2167524;ZF;457118;20/01/2022 08:46;21/01/2022 15:23;FAI;C;8;OF34619;2167524;10954B021;e;WANDLERGLOCKE 8HP65 PL 65 V083;;1 103 335 083;10954B021;WANDLERGLOCKE 8HP65 PL 65 V083;e;647428;20/01/2022 08:46;20/01/2022 08:46;20/01/2022 08:46;;70061;101
1;2167525;ZF;;20/01/2022 09:35;20/01/2022 09:35;CFO;C;8;OF34627;2167525;10956B018;H;WANDLERGLOCKE 8HP95 Variante 093;;1 104 335 093;10956B018;WANDLERGLOCKE 8HP95 Variante 093;E;183057;20/01/2022 08:44;20/01/2022 08:44;20/01/2022 09:35;;;104
1;2167524;ZF;457118;20/01/2022 08:46;21/01/2022 15:23;FAI;C;8;OF34619;2167524;10954B021;e;WANDLERGLOCKE 8HP65 PL 65 V083;;1 103 335 083;10954B021;WANDLERGLOCKE 8HP65 PL 65 V083;e;647421;20/01/2022 08:43;20/01/2022 08:43;20/01/2022 08:46;;70061;101
1;2167524;ZF;457118;20/01/2022 08:46;21/01/2022 15:23;FAI;C;8;OF34619;2167524;10954B021;e;WANDLERGLOCKE 8HP65 PL 65 V083;;1 103 335 083;10954B021;WANDLERGLOCKE 8HP65 PL 65 V083;e;647426;20/01/2022 08:44;20/01/2022 08:44;20/01/2022 08:46;;70061;101
1;2167525;ZF;;20/01/2022 09:35;20/01/2022 09:35;CFO;C;8;OF34627;2167525;10956B018;H;WANDLERGLOCKE 8HP95 Variante 093;;1 104 335 093;10956B018;WANDLERGLOCKE 8HP95 Variante 093;E;183056;20/01/2022 08:43;20/01/2022 08:43;20/01/2022 09:35;;;104
1;2167524;ZF;457118;20/01/2022 08:46;21/01/2022 15:23;FAI;C;8;OF34619;2167524;10954B021;e;WANDLERGLOCKE 8HP65 PL 65 V083;;1 103 335 083;10954B021;WANDLERGLOCKE 8HP65 PL 65 V083;e;647422;20/01/2022 08:28;20/01/2022 08:28;20/01/2022 08:46;;70061;101
1;2167524;ZF;457118;20/01/2022 08:46;21/01/2022 15:23;FAI;C;8;OF34619;2167524;10954B021;e;WANDLERGLOCKE 8HP65 PL 65 V083;;1 103 335 083;10954B021;WANDLERGLOCKE 8HP65 PL 65 V083;e;647423;20/01/2022 08:30;20/01/2022 08:30;20/01/2022 08:46;;70061;101
1;2167524;ZF;457118;20/01/2022 08:46;21/01/2022 15:23;FAI;C;8;OF34619;2167524;10954B021;e;WANDLERGLOCKE 8HP65 PL 65 V083;;1 103 335 083;10954B021;WANDLERGLOCKE 8HP65 PL 65 V083;e;647424;20/01/2022 08:31;20/01/2022 08:31;20/01/2022 08:46;;70061;101
1;2167524;ZF;457118;20/01/2022 08:46;21/01/2022 15:23;FAI;C;8;OF34619;2167524;10954B021;e;WANDLERGLOCKE 8HP65 PL 65 V083;;1 103 335 083;10954B021;WANDLERGLOCKE 8HP65 PL 65 V083;e;647425;20/01/2022 08:33;20/01/2022 08:33;20/01/2022 08:46;;70061;101
1;2167520;ZF;;20/01/2022 08:25;20/01/2022 08:25;CFO;C;8;OF34627;2167520;10956B018;H;WANDLERGLOCKE 8HP95 Variante 093;;1 104 335 093;10956B018;WANDLERGLOCKE 8HP95 Variante 093;E;183052;20/01/2022 08:22;20/01/2022 08:22;20/01/2022 08:25;;;104
1;2167520;ZF;;20/01/2022 08:25;20/01/2022 08:25;CFO;C;8;OF34627;2167520;10956B018;H;WANDLERGLOCKE 8HP95 Variante 093;;1 104 335 093;10956B018;WANDLERGLOCKE 8HP95 Variante 093;E;183053;20/01/2022 08:25;20/01/2022 08:25;20/01/2022 08:25;;;104
1;2167523;ZF;457207;20/01/2022 08:22;25/01/2022 11:42;FAI;C;8;OF34619;2167523;10954B021;e;WANDLERGLOCKE 8HP65 PL 65 V083;;1 103 335 083;10954B021;WANDLERGLOCKE 8HP65 PL 65 V083;e;647181;20/01/2022 08:10;20/01/2022 08:10;20/01/2022 08:22;;70072;101
1;2167523;ZF;457207;20/01/2022 08:22;25/01/2022 11:42;FAI;C;8;OF34619;2167523;10954B021;e;WANDLERGLOCKE 8HP65 PL 65 V083;;1 103 335 083;10954B021;WANDLERGLOCKE 8HP65 PL 65 V083;e;647414;20/01/2022 08:11;20/01/2022 08:11;20/01/2022 08:22;;70072;101
1;2167523;ZF;457207;20/01/2022 08:22;25/01/2022 11:42;FAI;C;8;OF34619;2167523;10954B021;e;WANDLERGLOCKE 8HP65 PL 65 V083;;1 103 335 083;10954B021;WANDLERGLOCKE 8HP65 PL 65 V083;e;647415;20/01/2022 08:11;20/01/2022 08:11;20/01/2022 08:22;;70072;101
1;2167523;ZF;457207;20/01/2022 08:22;25/01/2022 11:42;FAI;C;8;OF34619;2167523;10954B021;e;WANDLERGLOCKE 8HP65 PL 65 V083;;1 103 335 083;10954B021;WANDLERGLOCKE 8HP65 PL 65 V083;e;647416;20/01/2022 08:14;20/01/2022 08:14;20/01/2022 08:22;;70072;101
1;2167523;ZF;457207;20/01/2022 08:22;25/01/2022 11:42;FAI;C;8;OF34619;2167523;10954B021;e;WANDLERGLOCKE 8HP65 PL 65 V083;;1 103 335 083;10954B021;WANDLERGLOCKE 8HP65 PL 65 V083;e;647417;20/01/2022 08:15;20/01/2022 08:15;20/01/2022 08:22;;70072;101
1;2167523;ZF;457207;20/01/2022 08:22;25/01/2022 11:42;FAI;C;8;OF34619;2167523;10954B021;e;WANDLERGLOCKE 8HP65 PL 65 V083;;1 103 335 083;10954B021;WANDLERGLOCKE 8HP65 PL 65 V083;e;647418;20/01/2022 08:16;20/01/2022 08:16;20/01/2022 08:22;;70072;101
1;2167523;ZF;457207;20/01/2022 08:22;25/01/2022 11:42;FAI;C;8;OF34619;2167523;10954B021;e;WANDLERGLOCKE 8HP65 PL 65 V083;;1 103 335 083;10954B021;WANDLERGLOCKE 8HP65 PL 65 V083;e;647419;20/01/2022 08:21;20/01/2022 08:21;20/01/2022 08:22;;70072;101
1;2167523;ZF;457207;20/01/2022 08:22;25/01/2022 11:42;FAI;C;8;OF34619;2167523;10954B021;e;WANDLERGLOCKE 8HP65 PL 65 V083;;1 103 335 083;10954B021;WANDLERGLOCKE 8HP65 PL 65 V083;e;647420;20/01/2022 08:22;20/01/2022 08:22;20/01/2022 08:22;;70072;101
1;2167520;ZF;;20/01/2022 08:25;20/01/2022 08:25;CFO;C;8;OF34627;2167520;10956B018;H;WANDLERGLOCKE 8HP95 Variante 093;;1 104 335 093;10956B018;WANDLERGLOCKE 8HP95 Variante 093;E;183050;20/01/2022 08:07;20/01/2022 08:07;20/01/2022 08:25;;;104
1;2167521;ZF;457206;20/01/2022 08:07;25/01/2022 11:42;FAI;C;8;OF34619;2167521;10954B021;e;WANDLERGLOCKE 8HP65 PL 65 V083;;1 103 335 083;10954B021;WANDLERGLOCKE 8HP65 PL 65 V083;e;647413;20/01/2022 08:07;20/01/2022 08:07;20/01/2022 08:07;;70072;101
1;2167520;ZF;;20/01/2022 08:25;20/01/2022 08:25;CFO;C;8;OF34627;2167520;10956B018;H;WANDLERGLOCKE 8HP95 Variante 093;;1 104 335 093;10956B018;WANDLERGLOCKE 8HP95 Variante 093;E;183048;20/01/2022 08:06;20/01/2022 08:06;20/01/2022 08:25;;;104
1;2167520;ZF;;20/01/2022 08:25;20/01/2022 08:25;CFO;C;8;OF34627;2167520;10956B018;H;WANDLERGLOCKE 8HP95 Variante 093;;1 104 335 093;10956B018;WANDLERGLOCKE 8HP95 Variante 093;E;183049;20/01/2022 08:06;20/01/2022 08:06;20/01/2022 08:25;;;104
1;2167521;ZF;457206;20/01/2022 08:07;25/01/2022 11:42;FAI;C;8;OF34619;2167521;10954B021;e;WANDLERGLOCKE 8HP65 PL 65 V083;;1 103 335 083;10954B021;WANDLERGLOCKE 8HP65 PL 65 V083;e;647407;20/01/2022 07:42;20/01/2022 07:42;20/01/2022 08:07;;70072;101
1;2167521;ZF;457206;20/01/2022 08:07;25/01/2022 11:42;FAI;C;8;OF34619;2167521;10954B021;e;WANDLERGLOCKE 8HP65 PL 65 V083;;1 103 335 083;10954B021;WANDLERGLOCKE 8HP65 PL 65 V083;e;647408;20/01/2022 07:45;20/01/2022 07:45;20/01/2022 08:07;;70072;101
1;2167521;ZF;457206;20/01/2022 08:07;25/01/2022 11:42;FAI;C;8;OF34619;2167521;10954B021;e;WANDLERGLOCKE 8HP65 PL 65 V083;;1 103 335 083;10954B021;WANDLERGLOCKE 8HP65 PL 65 V083;e;647409;20/01/2022 07:53;20/01/2022 07:53;20/01/2022 08:07;;70072;101
1;2167521;ZF;457206;20/01/2022 08:07;25/01/2022 11:42;FAI;C;8;OF34619;2167521;10954B021;e;WANDLERGLOCKE 8HP65 PL 65 V083;;1 103 335 083;10954B021;WANDLERGLOCKE 8HP65 PL 65 V083;e;647410;20/01/2022 07:53;20/01/2022 07:53;20/01/2022 08:07;;70072;101
1;2167521;ZF;457206;20/01/2022 08:07;25/01/2022 11:42;FAI;C;8;OF34619;2167521;10954B021;e;WANDLERGLOCKE 8HP65 PL 65 V083;;1 103 335 083;10954B021;WANDLERGLOCKE 8HP65 PL 65 V083;e;647411;20/01/2022 07:53;20/01/2022 07:53;20/01/2022 08:07;;70072;101
1;2167521;ZF;457206;20/01/2022 08:07;25/01/2022 11:42;FAI;C;8;OF34619;2167521;10954B021;e;WANDLERGLOCKE 8HP65 PL 65 V083;;1 103 335 083;10954B021;WANDLERGLOCKE 8HP65 PL 65 V083;e;647412;20/01/2022 07:57;20/01/2022 07:57;20/01/2022 08:07;;70072;101
1;2167520;ZF;;20/01/2022 08:25;20/01/2022 08:25;CFO;C;8;OF34627;2167520;10956B018;H;WANDLERGLOCKE 8HP95 Variante 093;;1 104 335 093;10956B018;WANDLERGLOCKE 8HP95 Variante 093;E;183047;20/01/2022 07:42;20/01/2022 07:42;20/01/2022 08:25;;;104
1;2167521;ZF;457206;20/01/2022 08:07;25/01/2022 11:42;FAI;C;8;OF34619;2167521;10954B021;e;WANDLERGLOCKE 8HP65 PL 65 V083;;1 103 335 083;10954B021;WANDLERGLOCKE 8HP65 PL 65 V083;e;647406;20/01/2022 07:41;20/01/2022 07:41;20/01/2022 08:07;;70072;101
1;2167520;ZF;;20/01/2022 08:25;20/01/2022 08:25;CFO;C;8;OF34627;2167520;10956B018;H;WANDLERGLOCKE 8HP95 Variante 093;;1 104 335 093;10956B018;WANDLERGLOCKE 8HP95 Variante 093;E;183046;20/01/2022 07:37;20/01/2022 07:37;20/01/2022 08:25;;;104
1;2167519;ZF;457205;20/01/2022 07:37;25/01/2022 11:42;FAI;C;8;OF34619;2167519;10954B021;e;WANDLERGLOCKE 8HP65 PL 65 V083;;1 103 335 083;10954B021;WANDLERGLOCKE 8HP65 PL 65 V083;e;647404;20/01/2022 07:36;20/01/2022 07:36;20/01/2022 07:37;;70072;101
1;2167519;ZF;457205;20/01/2022 07:37;25/01/2022 11:42;FAI;C;8;OF34619;2167519;10954B021;e;WANDLERGLOCKE 8HP65 PL 65 V083;;1 103 335 083;10954B021;WANDLERGLOCKE 8HP65 PL 65 V083;e;647405;20/01/2022 07:37;20/01/2022 07:37;20/01/2022 07:37;;70072;101
1;2167520;ZF;;20/01/2022 08:25;20/01/2022 08:25;CFO;C;8;OF34627;2167520;10956B018;H;WANDLERGLOCKE 8HP95 Variante 093;;1 104 335 093;10956B018;WANDLERGLOCKE 8HP95 Variante 093;E;183045;20/01/2022 07:35;20/01/2022 07:35;20/01/2022 08:25;;;104
1;2167519;ZF;457205;20/01/2022 07:37;25/01/2022 11:42;FAI;C;8;OF34619;2167519;10954B021;e;WANDLERGLOCKE 8HP65 PL 65 V083;;1 103 335 083;10954B021;WANDLERGLOCKE 8HP65 PL 65 V083;e;647403;20/01/2022 07:34;20/01/2022 07:34;20/01/2022 07:37;;70072;101
1;2167517;ZF;;20/01/2022 07:31;20/01/2022 07:31;CFO;C;8;OF34627;2167517;10956B018;H;WANDLERGLOCKE 8HP95 Variante 093;;1 104 335 093;10956B018;WANDLERGLOCKE 8HP95 Variante 093;E;183043;20/01/2022 07:31;20/01/2022 07:31;20/01/2022 07:31;;;104
1;2167517;ZF;;20/01/2022 07:31;20/01/2022 07:31;CFO;C;8;OF34627;2167517;10956B018;H;WANDLERGLOCKE 8HP95 Variante 093;;1 104 335 093;10956B018;WANDLERGLOCKE 8HP95 Variante 093;E;183044;20/01/2022 07:31;20/01/2022 07:31;20/01/2022 07:31;;;104
1;2167519;ZF;457205;20/01/2022 07:37;25/01/2022 11:42;FAI;C;8;OF34619;2167519;10954B021;e;WANDLERGLOCKE 8HP65 PL 65 V083;;1 103 335 083;10954B021;WANDLERGLOCKE 8HP65 PL 65 V083;e;647397;20/01/2022 07:29;20/01/2022 07:29;20/01/2022 07:37;;70072;101
1;2167519;ZF;457205;20/01/2022 07:37;25/01/2022 11:42;FAI;C;8;OF34619;2167519;10954B021;e;WANDLERGLOCKE 8HP65 PL 65 V083;;1 103 335 083;10954B021;WANDLERGLOCKE 8HP65 PL 65 V083;e;647398;20/01/2022 07:29;20/01/2022 07:29;20/01/2022 07:37;;70072;101
1;2167519;ZF;457205;20/01/2022 07:37;25/01/2022 11:42;FAI;C;8;OF34619;2167519;10954B021;e;WANDLERGLOCKE 8HP65 PL 65 V083;;1 103 335 083;10954B021;WANDLERGLOCKE 8HP65 PL 65 V083;e;647399;20/01/2022 07:29;20/01/2022 07:29;20/01/2022 07:37;;70072;101
1;2167519;ZF;457205;20/01/2022 07:37;25/01/2022 11:42;FAI;C;8;OF34619;2167519;10954B021;e;WANDLERGLOCKE 8HP65 PL 65 V083;;1 103 335 083;10954B021;WANDLERGLOCKE 8HP65 PL 65 V083;e;647400;20/01/2022 07:29;20/01/2022 07:29;20/01/2022 07:37;;70072;101
1;2167519;ZF;457205;20/01/2022 07:37;25/01/2022 11:42;FAI;C;8;OF34619;2167519;10954B021;e;WANDLERGLOCKE 8HP65 PL 65 V083;;1 103 335 083;10954B021;WANDLERGLOCKE 8HP65 PL 65 V083;e;647401;20/01/2022 07:30;20/01/2022 07:30;20/01/2022 07:37;;70072;101
1;2167518;ZF;457205;20/01/2022 07:26;25/01/2022 11:42;FAI;C;8;OF34619;2167518;10954B021;e;WANDLERGLOCKE 8HP65 PL 65 V083;;1 103 335 083;10954B021;WANDLERGLOCKE 8HP65 PL 65 V083;e;647389;20/01/2022 07:10;20/01/2022 07:10;20/01/2022 07:26;;70072;101
1;2167518;ZF;457205;20/01/2022 07:26;25/01/2022 11:42;FAI;C;8;OF34619;2167518;10954B021;e;WANDLERGLOCKE 8HP65 PL 65 V083;;1 103 335 083;10954B021;WANDLERGLOCKE 8HP65 PL 65 V083;e;647390;20/01/2022 07:10;20/01/2022 07:10;20/01/2022 07:26;;70072;101
1;2167518;ZF;457205;20/01/2022 07:26;25/01/2022 11:42;FAI;C;8;OF34619;2167518;10954B021;e;WANDLERGLOCKE 8HP65 PL 65 V083;;1 103 335 083;10954B021;WANDLERGLOCKE 8HP65 PL 65 V083;e;647391;20/01/2022 07:19;20/01/2022 07:19;20/01/2022 07:26;;70072;101
